dateTime,enp9s0,wlp6s0
26/11/2023 21:58,0,0
26/11/2023 21:58,0,0
26/11/2023 21:58,0,0
26/11/2023 21:58,0,0
26/11/2023 21:58,0,0
26/11/2023 21:59,0,0
26/11/2023 21:59,0,0
26/11/2023 21:59,0,0
26/11/2023 21:59,0,0
26/11/2023 21:59,0,0
26/11/2023 21:59,0,0
26/11/2023 21:59,0,0
26/11/2023 21:59,0,0
26/11/2023 21:59,0,0
26/11/2023 21:59,0,0
26/11/2023 21:59,0,0
26/11/2023 21:59,0,0
26/11/2023 22:00,0,0
26/11/2023 22:00,0,0
26/11/2023 22:00,0,0
26/11/2023 22:00,0,0
26/11/2023 22:00,0,0
26/11/2023 22:00,0,0
26/11/2023 22:00,0,0
26/11/2023 22:00,0,0
26/11/2023 22:00,0,0
26/11/2023 22:00,0,0
26/11/2023 22:00,0,0
26/11/2023 22:00,0,0
26/11/2023 22:01,0,0
26/11/2023 22:01,0,0
26/11/2023 22:01,0,0
26/11/2023 22:01,0,0
26/11/2023 22:01,0,0
26/11/2023 22:01,0,0
26/11/2023 22:01,0,0
26/11/2023 22:01,0,0
26/11/2023 22:01,0,0
26/11/2023 22:01,0,0
26/11/2023 22:01,0,0
26/11/2023 22:01,0,0
26/11/2023 22:02,0,0
26/11/2023 22:02,0,0
26/11/2023 22:02,0,0
26/11/2023 22:02,0,0
26/11/2023 22:02,0,0
26/11/2023 22:02,0,0
26/11/2023 22:02,0,0
26/11/2023 22:02,0,0
26/11/2023 22:02,0,0
26/11/2023 22:02,0,0
26/11/2023 22:02,0,0
26/11/2023 22:02,0,0
26/11/2023 22:03,0,0
26/11/2023 22:03,0,0
26/11/2023 22:03,0,0
26/11/2023 22:03,0,0
26/11/2023 22:03,0,0
26/11/2023 22:03,0,0
26/11/2023 22:03,0,0
26/11/2023 22:03,0,0
26/11/2023 22:03,0,0
26/11/2023 22:03,0,0
26/11/2023 22:03,0,0
26/11/2023 22:03,0,0
26/11/2023 22:04,0,0
26/11/2023 22:04,0,0
26/11/2023 22:04,0,0
26/11/2023 22:04,0,0
26/11/2023 22:04,0,0
26/11/2023 22:04,0,0
26/11/2023 22:04,0,0
26/11/2023 22:04,0,0
26/11/2023 22:04,0,0
26/11/2023 22:04,0,0
26/11/2023 22:04,.01,0
26/11/2023 22:05,0,0
26/11/2023 22:05,0,0
26/11/2023 22:05,0,0
26/11/2023 22:05,0,0
26/11/2023 22:05,0,0
26/11/2023 22:05,0,0
26/11/2023 22:05,0,0
26/11/2023 22:05,0,0
26/11/2023 22:05,0,0
26/11/2023 22:05,0,0
26/11/2023 22:05,0,0
26/11/2023 22:05,0,0
26/11/2023 22:06,0,0
26/11/2023 22:06,0,0
26/11/2023 22:06,0,0
26/11/2023 22:06,0,0
26/11/2023 22:06,0,0
26/11/2023 22:06,0,0
26/11/2023 22:06,0,0
26/11/2023 22:06,0,0
26/11/2023 22:06,0,0
26/11/2023 22:06,0,0
26/11/2023 22:06,0,0
26/11/2023 22:06,0,0
26/11/2023 22:07,0,0
26/11/2023 22:07,0,0
26/11/2023 22:07,0,0
26/11/2023 22:07,0,0
26/11/2023 22:07,0,0
26/11/2023 22:07,0,0
26/11/2023 22:07,0,0
26/11/2023 22:07,0,0
26/11/2023 22:07,0,0
26/11/2023 22:07,0,0
26/11/2023 22:07,0,0
26/11/2023 22:07,0,0
26/11/2023 22:08,0,0
26/11/2023 22:08,0,0
26/11/2023 22:08,0,0
26/11/2023 22:08,0,0
26/11/2023 22:08,0,0
26/11/2023 22:08,.15,0
26/11/2023 22:08,0,0
26/11/2023 22:08,0,0
26/11/2023 22:08,0,0
26/11/2023 22:08,0,0
26/11/2023 22:08,0,0
26/11/2023 22:08,0,0
26/11/2023 22:09,0,0
26/11/2023 22:09,0,0
26/11/2023 22:09,0,0
26/11/2023 22:09,0,0
26/11/2023 22:09,0,0
26/11/2023 22:09,0,0
26/11/2023 22:09,0,0
26/11/2023 22:09,0,0
26/11/2023 22:09,0,0
26/11/2023 22:09,0,0
26/11/2023 22:09,0,0
26/11/2023 22:09,0,0
26/11/2023 22:10,0,0
26/11/2023 22:10,0,0
26/11/2023 22:10,0,0
26/11/2023 22:10,0,0
26/11/2023 22:10,0,0
26/11/2023 22:10,0,0
26/11/2023 22:10,.01,0
26/11/2023 22:10,0,0
26/11/2023 22:10,0,0
26/11/2023 22:10,0,0
26/11/2023 22:10,0,0
26/11/2023 22:10,0,0
26/11/2023 22:11,0,0
26/11/2023 22:11,0,0
26/11/2023 22:11,0,0
26/11/2023 22:11,0,0
26/11/2023 22:11,0,0
26/11/2023 22:11,0,0
26/11/2023 22:11,0,0
26/11/2023 22:11,0,0
26/11/2023 22:11,0,0
26/11/2023 22:11,0,0
26/11/2023 22:11,0,0
26/11/2023 22:11,0,0
26/11/2023 22:12,0,0
26/11/2023 22:12,0,0
26/11/2023 22:12,0,0
26/11/2023 22:12,0,0
26/11/2023 22:12,0,0
26/11/2023 22:12,0,0
26/11/2023 22:12,0,0
26/11/2023 22:12,0,0
26/11/2023 22:12,0,0
26/11/2023 22:12,0,0
26/11/2023 22:12,0,0
26/11/2023 22:13,0,0
26/11/2023 22:13,0,0
26/11/2023 22:13,0,0
26/11/2023 22:13,0,0
26/11/2023 22:13,0,0
26/11/2023 22:13,0,0
26/11/2023 22:13,0,0
26/11/2023 22:13,0,0
26/11/2023 22:13,0,0
26/11/2023 22:13,0,0
26/11/2023 22:13,0,0
26/11/2023 22:13,0,0
26/11/2023 22:14,0,0
26/11/2023 22:14,0,0
26/11/2023 22:14,0,0
26/11/2023 22:14,0,0
26/11/2023 22:14,0,0
26/11/2023 22:14,0,0
26/11/2023 22:14,0,0
26/11/2023 22:14,0,0
26/11/2023 22:14,0,0
26/11/2023 22:14,0,0
26/11/2023 22:14,0,0
26/11/2023 22:14,0,0
26/11/2023 22:15,0,0
26/11/2023 22:15,0,0
26/11/2023 22:15,0,0
26/11/2023 22:15,0,0
26/11/2023 22:15,0,0
26/11/2023 22:15,0,0
26/11/2023 22:15,0,0
26/11/2023 22:15,0,0
26/11/2023 22:15,0,0
26/11/2023 22:15,0,0
26/11/2023 22:18,0,0
26/11/2023 22:18,.09,0
26/11/2023 22:18,0,0
26/11/2023 22:18,.29,0
26/11/2023 22:18,0,0
26/11/2023 22:18,.04,0
26/11/2023 22:18,2.40,0
26/11/2023 22:18,2.39,0
26/11/2023 22:18,2.20,0
26/11/2023 22:18,92.36,0
26/11/2023 22:18,98.87,0
26/11/2023 22:18,98.88,0
26/11/2023 22:18,77.17,0
26/11/2023 22:18,.01,0
26/11/2023 22:19,0,0
26/11/2023 22:19,0,0
26/11/2023 22:19,0,0
26/11/2023 22:19,0,0
26/11/2023 22:19,.01,0
26/11/2023 22:19,0,0
26/11/2023 22:19,0,0
26/11/2023 22:19,.03,0
26/11/2023 22:19,.03,0
26/11/2023 22:19,0,0
26/11/2023 22:19,.01,0
26/11/2023 22:19,0,0
26/11/2023 22:19,0,0
26/11/2023 22:19,0,0
26/11/2023 22:19,0,0
26/11/2023 22:19,0,0
26/11/2023 22:19,0,0
26/11/2023 22:19,.01,0
26/11/2023 22:19,.01,0
26/11/2023 22:19,0,0
26/11/2023 22:20,.01,0
26/11/2023 22:20,0,0
26/11/2023 22:20,0,0
26/11/2023 22:20,0,0
26/11/2023 22:20,0,0
26/11/2023 22:20,0,0
26/11/2023 22:20,0,0
26/11/2023 22:20,0,0
26/11/2023 22:20,.01,0
26/11/2023 22:20,0,0
26/11/2023 22:20,0,0
26/11/2023 22:20,0,0
26/11/2023 22:20,0,0
26/11/2023 22:20,0,0
26/11/2023 22:20,0,0
26/11/2023 22:20,0,0
26/11/2023 22:20,.01,0
26/11/2023 22:20,0,0
26/11/2023 22:20,.01,0
26/11/2023 22:21,.01,0
26/11/2023 22:21,0,0
26/11/2023 22:21,0,0
26/11/2023 22:21,0,0
26/11/2023 22:21,0,0
26/11/2023 22:21,0,0
26/11/2023 22:21,0,0
26/11/2023 22:21,0,0
26/11/2023 22:21,0,0
26/11/2023 22:21,.01,0
26/11/2023 22:21,0,0
26/11/2023 22:21,0,0
26/11/2023 22:21,0,0
26/11/2023 22:21,0,0
26/11/2023 22:21,0,0
26/11/2023 22:21,.01,0
26/11/2023 22:21,0,0
26/11/2023 22:21,.01,0
26/11/2023 22:21,0,0
26/11/2023 22:21,.01,0
26/11/2023 22:22,0,0
26/11/2023 22:22,.01,0
26/11/2023 22:22,0,0
26/11/2023 22:22,0,0
26/11/2023 22:22,0,0
26/11/2023 22:22,.01,0
26/11/2023 22:22,.01,0
26/11/2023 22:22,0,0
26/11/2023 22:22,0,0
26/11/2023 22:22,0,0
26/11/2023 22:22,0,0
26/11/2023 22:22,0,0
26/11/2023 22:22,0,0
26/11/2023 22:22,0,0
26/11/2023 22:22,0,0
26/11/2023 22:22,0,0
26/11/2023 22:22,0,0
26/11/2023 22:22,.01,0
26/11/2023 22:22,0,0
26/11/2023 22:22,0,0
26/11/2023 22:23,0,0
26/11/2023 22:23,0,0
26/11/2023 22:23,0,0
26/11/2023 22:23,0,0
26/11/2023 22:23,.01,0
26/11/2023 22:23,0,0
26/11/2023 22:23,.02,0
26/11/2023 22:23,0,0
26/11/2023 22:23,0,0
26/11/2023 22:23,.01,0
26/11/2023 22:23,.01,0
26/11/2023 22:23,0,0
26/11/2023 22:23,0,0
26/11/2023 22:23,.01,0
26/11/2023 22:23,0,0
26/11/2023 22:23,.01,0
26/11/2023 22:23,0,0
26/11/2023 22:23,0,0
26/11/2023 22:23,0,0
26/11/2023 22:24,0,0
26/11/2023 22:24,0,0
26/11/2023 22:24,0,0
26/11/2023 22:24,.01,0
26/11/2023 22:24,0,0
26/11/2023 22:24,0,0
26/11/2023 22:24,0,0
26/11/2023 22:24,0,0
26/11/2023 22:24,0,0
26/11/2023 22:24,0,0
26/11/2023 22:24,0,0
26/11/2023 22:24,0,0
26/11/2023 22:24,0,0
26/11/2023 22:24,0,0
26/11/2023 22:24,0,0
26/11/2023 22:24,0,0
26/11/2023 22:24,0,0
26/11/2023 22:24,0,0
26/11/2023 22:24,0,0
26/11/2023 22:24,.01,0
26/11/2023 22:25,0,0
26/11/2023 22:25,.01,0
26/11/2023 22:25,0,0
26/11/2023 22:25,0,0
26/11/2023 22:25,0,0
26/11/2023 22:25,0,0
26/11/2023 22:25,0,0
26/11/2023 22:25,0,0
26/11/2023 22:25,0,0
26/11/2023 22:25,0,0
26/11/2023 22:25,0,0
26/11/2023 22:25,0,0
26/11/2023 22:25,0,0
26/11/2023 22:25,0,0
26/11/2023 22:25,0,0
26/11/2023 22:25,0,0
26/11/2023 22:25,0,0
26/11/2023 22:25,.01,0
26/11/2023 22:25,0,0
26/11/2023 22:25,0,0
26/11/2023 22:26,0,0
26/11/2023 22:26,0,0
26/11/2023 22:26,0,0
26/11/2023 22:26,0,0
26/11/2023 22:26,.01,0
26/11/2023 22:26,0,0
26/11/2023 22:26,0,0
26/11/2023 22:26,0,0
26/11/2023 22:26,0,0
26/11/2023 22:26,0,0
26/11/2023 22:26,0,0
26/11/2023 22:26,.01,0
26/11/2023 22:26,0,0
26/11/2023 22:26,0,0
26/11/2023 22:26,0,0
26/11/2023 22:26,0,0
26/11/2023 22:26,0,0
26/11/2023 22:26,0,0
26/11/2023 22:26,0,0
26/11/2023 22:27,0,0
26/11/2023 22:27,0,0
26/11/2023 22:27,0,0
26/11/2023 22:27,0,0
26/11/2023 22:27,0,0
26/11/2023 22:27,0,0
26/11/2023 22:27,0,0
26/11/2023 22:27,.02,0
26/11/2023 22:27,.02,0
26/11/2023 22:27,.01,0
26/11/2023 22:27,0,0
26/11/2023 22:27,.01,0
26/11/2023 22:27,0,0
26/11/2023 22:27,.01,0
26/11/2023 22:27,.02,0
26/11/2023 22:27,0,0
26/11/2023 22:27,0,0
26/11/2023 22:27,0,0
26/11/2023 22:27,0,0
26/11/2023 22:27,0,0
26/11/2023 22:28,.02,0
26/11/2023 22:28,0,0
26/11/2023 22:28,0,0
26/11/2023 22:28,0,0
26/11/2023 22:28,.01,0
26/11/2023 22:28,.02,0
26/11/2023 22:28,.01,0
26/11/2023 22:28,0,0
26/11/2023 22:28,0,0
26/11/2023 22:28,0,0
26/11/2023 22:28,0,0
26/11/2023 22:28,0,0
26/11/2023 22:28,0,0
26/11/2023 22:28,.01,0
26/11/2023 22:28,0,0
26/11/2023 22:28,.01,0
26/11/2023 22:28,.03,0
26/11/2023 22:28,0,0
26/11/2023 22:28,.02,0
26/11/2023 22:28,.01,0
26/11/2023 22:29,.01,0
26/11/2023 22:29,0,0
26/11/2023 22:29,.01,0
26/11/2023 22:29,.01,0
26/11/2023 22:29,.01,0
26/11/2023 22:29,0,0
26/11/2023 22:29,0,0
26/11/2023 22:29,.02,0
26/11/2023 22:29,0,0
26/11/2023 22:29,.02,0
26/11/2023 22:29,0,0
26/11/2023 22:29,.01,0
26/11/2023 22:29,.02,0
26/11/2023 22:29,.01,0
26/11/2023 22:29,0,0
26/11/2023 22:29,.02,0
26/11/2023 22:29,.06,0
26/11/2023 22:29,.01,0
26/11/2023 22:29,.02,0
26/11/2023 22:30,.02,0
26/11/2023 22:30,.04,0
26/11/2023 22:30,.02,0
26/11/2023 22:30,.01,0
26/11/2023 22:30,.04,0
26/11/2023 22:30,.01,0
26/11/2023 22:30,.02,0
26/11/2023 22:30,.01,0
26/11/2023 22:30,.01,0
26/11/2023 22:30,.01,0
26/11/2023 22:30,.01,0
26/11/2023 22:30,.02,0
26/11/2023 22:30,.01,0
26/11/2023 22:30,0,0
26/11/2023 22:30,.02,0
26/11/2023 22:30,0,0
26/11/2023 22:30,0,0
26/11/2023 22:30,.01,0
26/11/2023 22:30,0,0
26/11/2023 22:30,.01,0
26/11/2023 22:31,0,0
26/11/2023 22:31,0,0
26/11/2023 22:31,.01,0
26/11/2023 22:31,0,0
26/11/2023 22:31,0,0
26/11/2023 22:31,0,0
26/11/2023 22:31,0,0
26/11/2023 22:31,0,0
26/11/2023 22:31,0,0
26/11/2023 22:31,.01,0
26/11/2023 22:31,0,0
26/11/2023 22:31,.01,0
26/11/2023 22:31,.03,0
26/11/2023 22:31,.01,0
26/11/2023 22:31,.01,0
26/11/2023 22:31,.03,0
26/11/2023 22:31,.02,0
26/11/2023 22:31,.03,0
26/11/2023 22:31,.01,0
26/11/2023 22:32,.03,0
26/11/2023 22:32,.01,0
26/11/2023 22:32,.02,0
26/11/2023 22:32,.01,0
26/11/2023 22:32,.01,0
26/11/2023 22:32,.08,0
26/11/2023 22:32,.01,0
26/11/2023 22:32,.04,0
26/11/2023 22:32,.01,0
26/11/2023 22:32,.02,0
26/11/2023 22:32,.01,0
26/11/2023 22:32,0,0
26/11/2023 22:32,.01,0
26/11/2023 22:32,.02,0
26/11/2023 22:32,.01,0
26/11/2023 22:32,.01,0
26/11/2023 22:32,.01,0
26/11/2023 22:32,.01,0
26/11/2023 22:32,.03,0
26/11/2023 22:32,.01,0
26/11/2023 22:33,0,0
26/11/2023 22:33,0,0
26/11/2023 22:33,0,0
26/11/2023 22:33,.01,0
26/11/2023 22:33,.05,0
26/11/2023 22:33,.01,0
26/11/2023 22:33,.02,0
26/11/2023 22:33,.02,0
26/11/2023 22:33,.03,0
26/11/2023 22:33,.11,0
26/11/2023 22:33,.02,0
26/11/2023 22:33,.01,0
