dateTime,usoCpu,frequence,temp
25/11/2023 21:14,7.7,1476.9784,52.5
25/11/2023 21:14,1.5,1639.7420,51.5
25/11/2023 21:14,3.0,1314.2156,52.5
25/11/2023 21:14,1.5,1581.2192,53.5
25/11/2023 21:14,1.5,1383.0884,53.5
25/11/2023 21:14,3.1,1401.4564,52.5
25/11/2023 21:14,1.6,1484.3426,52.5
25/11/2023 21:14,1.6,1378.0946,52.5
25/11/2023 21:14,3.0,1545.1036,53.5
25/11/2023 21:14,0.0,1375.6628,52.5
25/11/2023 21:14,1.6,1968.0748,52.5
25/11/2023 21:14,1.5,1351.3966,52.5
25/11/2023 21:14,3.1,1571.6470,53.5
25/11/2023 21:14,1.6,1545.8314,52.5
25/11/2023 21:14,3.1,1408.1544,53.5
25/11/2023 21:14,1.5,1985.1156,53.5
25/11/2023 21:14,4.6,1304.7824,53.5
25/11/2023 21:14,1.6,1507.2454,53.5
25/11/2023 21:14,0.0,1542.6722,53.5
25/11/2023 21:14,0.0,1456.1002,53.5
25/11/2023 21:14,2.9,1432.7872,53.5
25/11/2023 21:14,3.1,1644.0606,53.5
25/11/2023 21:14,3.0,1155.0648,52.5
25/11/2023 21:14,1.5,1518.4596,52.5
25/11/2023 21:14,0.0,1586.3650,52.5
25/11/2023 21:14,3.1,1399.3544,52.5
25/11/2023 21:14,3.2,1493.6152,52.5
25/11/2023 21:14,1.5,1426.2706,52.5
25/11/2023 21:14,0.0,1431.0408,52.5
25/11/2023 21:14,0.0,1415.8830,52.5
25/11/2023 21:14,1.5,1259.7216,52.5
25/11/2023 21:14,4.8,1754.9014,52.5
25/11/2023 21:14,0.0,1587.8566,52.5
25/11/2023 21:14,1.5,1349.3656,53.5
25/11/2023 21:14,2.9,1384.5166,53.5
25/11/2023 21:14,1.5,1573.0820,53.5
25/11/2023 21:14,1.5,1453.7532,52.5
25/11/2023 21:14,3.1,1353.2012,52.5
25/11/2023 21:14,1.5,1542.3326,52.5
25/11/2023 21:15,1.6,1408.5780,53.5
25/11/2023 21:15,0.0,1368.5912,52.5
25/11/2023 21:15,1.5,1386.9370,52.5
25/11/2023 21:15,3.1,1691.3172,52.5
25/11/2023 21:15,3.0,1299.9128,53.5
25/11/2023 21:15,0.0,1546.6054,52.5
25/11/2023 21:15,0.0,1493.7864,52.5
25/11/2023 21:15,0.0,1486.7690,52.5
25/11/2023 21:15,3.2,1480.8390,52.5
25/11/2023 21:15,1.5,1700.4858,52.5
25/11/2023 21:15,0.0,1695.8062,52.5
25/11/2023 21:15,0.0,1529.4588,52.5
25/11/2023 21:15,1.6,1396.2086,52.5
25/11/2023 21:15,1.6,1818.5540,52.5
25/11/2023 21:15,1.6,1534.1512,52.5
25/11/2023 21:15,0.0,1340.3766,52.5
25/11/2023 21:15,1.5,1360.3218,52.5
25/11/2023 21:15,1.5,1549.1144,53.5
25/11/2023 21:15,1.7,1959.5734,52.5
25/11/2023 21:15,1.5,1344.8096,52.5
25/11/2023 21:15,0.0,1364.1530,52.5
25/11/2023 21:15,1.5,1537.6388,53.5
25/11/2023 21:15,1.5,1328.9718,53.5
25/11/2023 21:15,3.2,1778.8050,52.5
25/11/2023 21:15,1.5,1298.6958,51.5
25/11/2023 21:15,0.0,1561.0110,52.5
25/11/2023 21:15,1.5,1375.1684,52.5
25/11/2023 21:15,0.0,1483.4968,52.5
25/11/2023 21:15,1.6,1558.5926,52.5
25/11/2023 21:15,3.0,1600.9912,52.5
25/11/2023 21:15,1.5,1322.7228,52.5
25/11/2023 21:15,1.6,1458.0152,52.5
25/11/2023 21:15,3.0,1574.0130,52.5
25/11/2023 21:15,3.1,1543.7674,52.5
25/11/2023 21:15,1.6,1717.6050,53.5
25/11/2023 21:15,3.1,1364.9040,52.5
25/11/2023 21:15,3.2,1375.3672,52.5
25/11/2023 21:15,3.0,1528.4786,53.5
25/11/2023 21:15,1.5,1599.0992,53.5
25/11/2023 21:15,4.9,1368.0372,52.5
25/11/2023 21:15,1.6,1361.8650,52.5
25/11/2023 21:15,1.6,1453.0818,52.5
25/11/2023 21:15,0.0,1505.3900,52.5
25/11/2023 21:15,3.1,1372.0414,52.5
25/11/2023 21:15,1.6,1892.6968,52.5
25/11/2023 21:15,1.5,1374.3286,52.5
25/11/2023 21:15,1.5,1329.5632,52.5
25/11/2023 21:15,1.5,1532.9732,52.5
25/11/2023 21:15,4.3,1415.2782,52.5
25/11/2023 21:16,3.3,1890.8382,52.5
25/11/2023 21:16,1.5,1518.1100,52.5
25/11/2023 21:16,1.6,1283.1694,53.5
25/11/2023 21:16,1.5,1365.7852,52.5
25/11/2023 21:16,3.1,1669.9510,52.5
25/11/2023 21:16,3.2,2029.1044,52.5
25/11/2023 21:16,3.0,1316.4400,52.5
25/11/2023 21:16,3.1,1484.8730,51.5
25/11/2023 21:16,1.5,1363.5670,52.5
25/11/2023 21:16,0.0,1372.6346,52.5
25/11/2023 21:16,1.6,1952.9084,51.5
25/11/2023 21:16,3.0,1437.8452,52.5
25/11/2023 21:16,1.5,1448.6568,52.5
25/11/2023 21:16,1.5,1311.5984,52.5
25/11/2023 21:16,1.5,1303.5102,53.5
25/11/2023 21:16,1.5,1220.7820,52.5
25/11/2023 21:16,4.5,1499.5980,52.5
25/11/2023 21:16,1.5,1463.8644,52.5
25/11/2023 21:16,4.7,1486.2868,52.5
25/11/2023 21:16,1.6,1392.2126,53.5
